step,cluster_key,A_mean,raw_radius,radius,UCB,prob,selected,active_size,cluster_size,migration_in,migration_out
154,cluster_1,0.154,0.18602311767530388,0.1581196500240083,0.3121196500240083,0.145,435,184,200,0,0
154,cluster_2,0.189,0.19568703475466548,0.16633397954146564,0.3553339795414656,0.178,393,170,180,0,0
154,cluster_3,0.275,0.22692186966387995,0.19288358921429796,0.46788358921429796,0.306,292,152,160,0,0
154,cluster_4,0.243,0.22241303870703072,0.1890510829009761,0.4320510829009761,0.257,304,146,160,0,0
155,cluster_0,0.099,0.18012902027780825,0.153109667236137,0.25210966723613704,0.11,464,100,100,0,0
155,cluster_1,0.15,0.18602311767530388,0.1581196500240083,0.3081196500240083,0.143,435,184,200,0,0
155,cluster_2,0.192,0.19568703475466548,0.16633397954146564,0.3583339795414656,0.181,393,170,180,0,0
155,cluster_3,0.269,0.22692186966387995,0.19288358921429796,0.46188358921429795,0.296,292,152,160,0,0
155,cluster_4,0.254,0.22241303870703072,0.1890510829009761,0.4430510829009761,0.27,304,147,160,0,0
156,cluster_0,0.094,0.18012902027780825,0.153109667236137,0.247109667236137,0.109,464,100,100,0,0
156,cluster_1,0.148,0.18602311767530388,0.1581196500240083,0.3061196500240083,0.143,435,184,200,0,0
156,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.182,393,170,180,0,0
156,cluster_3,0.266,0.22692186966387995,0.19288358921429796,0.45888358921429795,0.296,292,151,160,0,0
156,cluster_4,0.25,0.22241303870703072,0.1890510829009761,0.4390510829009761,0.269,304,146,160,0,0
157,cluster_0,0.103,0.18012902027780825,0.153109667236137,0.256109667236137,0.113,464,100,100,0,0
157,cluster_1,0.151,0.18602311767530388,0.1581196500240083,0.3091196500240083,0.145,435,184,200,0,0
157,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.18,393,170,180,0,0
157,cluster_3,0.262,0.22692186966387995,0.19288358921429796,0.45488358921429795,0.288,292,151,160,0,0
157,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.274,304,145,160,0,0
158,cluster_0,0.101,0.18012902027780825,0.153109667236137,0.25410966723613704,0.113,464,100,100,0,0
158,cluster_1,0.147,0.18602311767530388,0.1581196500240083,0.3051196500240083,0.142,435,183,200,0,0
158,cluster_2,0.193,0.19568703475466548,0.16633397954146564,0.3593339795414656,0.183,393,170,180,0,0
158,cluster_3,0.26,0.22692186966387995,0.19288358921429796,0.45288358921429794,0.287,292,150,160,0,0
158,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.275,304,145,160,0,0
159,cluster_0,0.109,0.18012902027780825,0.153109667236137,0.262109667236137,0.12,464,100,100,0,0
159,cluster_1,0.143,0.18602311767530388,0.1581196500240083,0.3011196500240083,0.144,435,184,200,0,0
159,cluster_2,0.191,0.19568703475466548,0.16633397954146564,0.3573339795414656,0.188,393,170,180,0,0
159,cluster_3,0.238,0.22692186966387995,0.19288358921429796,0.4308835892142979,0.266,292,150,160,0,0
159,cluster_4,0.253,0.22241303870703072,0.1890510829009761,0.4420510829009761,0.282,304,146,160,0,0
160,cluster_0,0.101,0.18012902027780825,0.153109667236137,0.25410966723613704,0.118,464,100,100,0,0
160,cluster_1,0.141,0.18602311767530388,0.1581196500240083,0.2991196500240083,0.145,435,185,200,0,0
160,cluster_2,0.184,0.19568703475466548,0.16633397954146564,0.3503339795414656,0.185,393,170,180,0,0
160,cluster_3,0.233,0.22692186966387995,0.19288358921429796,0.425883589214298,0.264,292,150,160,0,0
160,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.288,304,144,160,0,0
161,cluster_0,0.095,0.18012902027780825,0.153109667236137,0.248109667236137,0.117,464,100,100,0,0
161,cluster_1,0.138,0.18602311767530388,0.1581196500240083,0.2961196500240083,0.146,435,184,200,0,0
161,cluster_2,0.185,0.19568703475466548,0.16633397954146564,0.3513339795414656,0.189,393,171,180,0,0
161,cluster_3,0.22,0.22692186966387995,0.19288358921429796,0.41288358921429796,0.253,292,150,160,0,0
161,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.295,304,144,160,0,0
162,cluster_0,0.091,0.18012902027780825,0.153109667236137,0.244109667236137,0.114,464,100,100,0,0
162,cluster_1,0.133,0.18602311767530388,0.1581196500240083,0.2911196500240083,0.142,435,185,200,0,0
162,cluster_2,0.182,0.19568703475466548,0.16633397954146564,0.3483339795414656,0.186,393,171,180,0,0
162,cluster_3,0.224,0.22692186966387995,0.19288358921429796,0.41688358921429797,0.257,292,150,160,0,0
162,cluster_4,0.26,0.22241303870703072,0.1890510829009761,0.4490510829009761,0.301,304,145,160,0,0
163,cluster_0,0.077,0.18012902027780825,0.153109667236137,0.23010966723613702,0.108,464,100,100,0,0
163,cluster_1,0.129,0.18602311767530388,0.1581196500240083,0.2871196500240083,0.14,435,187,200,0,0
163,cluster_2,0.179,0.19568703475466548,0.16633397954146564,0.3453339795414656,0.185,393,171,180,0,0
163,cluster_3,0.226,0.22692186966387995,0.19288358921429796,0.41888358921429797,0.263,292,151,160,0,0
163,cluster_4,0.26,0.22241303870703072,0.1890510829009761,0.4490510829009761,0.304,304,145,160,0,0
164,cluster_0,0.07,0.18012902027780825,0.153109667236137,0.223109667236137,0.104,464,100,100,0,0
164,cluster_1,0.131,0.18602311767530388,0.1581196500240083,0.2891196500240083,0.14,435,188,200,0,0
164,cluster_2,0.174,0.19568703475466548,0.16633397954146564,0.3403339795414656,0.178,393,170,180,0,0
164,cluster_3,0.238,0.22692186966387995,0.19288358921429796,0.4308835892142979,0.275,292,152,160,0,0
164,cluster_4,0.261,0.22241303870703072,0.1890510829009761,0.4500510829009761,0.302,304,145,160,0,0
165,cluster_0,0.069,0.18012902027780825,0.153109667236137,0.222109667236137,0.103,464,100,100,0,0
165,cluster_1,0.131,0.18602311767530388,0.1581196500240083,0.2891196500240083,0.141,435,188,200,0,0
165,cluster_2,0.183,0.19568703475466548,0.16633397954146564,0.3493339795414656,0.186,393,170,180,0,0
165,cluster_3,0.235,0.22692186966387995,0.19288358921429796,0.4278835892142979,0.271,292,153,160,0,0
165,cluster_4,0.258,0.22241303870703072,0.1890510829009761,0.4470510829009761,0.298,304,145,160,0,0
166,cluster_0,0.08,0.18012902027780825,0.153109667236137,0.23310966723613702,0.108,464,100,100,0,0
166,cluster_1,0.13,0.18602311767530388,0.1581196500240083,0.2881196500240083,0.139,435,188,200,0,0
166,cluster_2,0.177,0.19568703475466548,0.16633397954146564,0.3433339795414656,0.18,393,170,180,0,0
166,cluster_3,0.235,0.22692186966387995,0.19288358921429796,0.4278835892142979,0.269,292,153,160,0,0
166,cluster_4,0.263,0.22241303870703072,0.1890510829009761,0.4520510829009761,0.303,304,145,160,0,0
167,cluster_0,0.08,0.18012902027780825,0.153109667236137,0.23310966723613702,0.107,464,100,100,0,0
167,cluster_1,0.124,0.18602311767530388,0.1581196500240083,0.2821196500240083,0.135,435,188,200,0,0
167,cluster_2,0.181,0.19568703475466548,0.16633397954146564,0.3473339795414656,0.183,393,170,180,0,0
167,cluster_3,0.238,0.22692186966387995,0.19288358921429796,0.4308835892142979,0.272,292,153,160,0,0
167,cluster_4,0.264,0.22241303870703072,0.1890510829009761,0.4530510829009761,0.303,304,143,160,0,0
168,cluster_0,0.073,0.18012902027780825,0.153109667236137,0.226109667236137,0.103,464,100,100,0,0
168,cluster_1,0.131,0.18602311767530388,0.1581196500240083,0.2891196500240083,0.138,435,189,200,0,0
168,cluster_2,0.179,0.19568703475466548,0.16633397954146564,0.3453339795414656,0.179,393,171,180,0,0
168,cluster_3,0.243,0.22692186966387995,0.19288358921429796,0.43588358921429793,0.277,292,153,160,0,0
168,cluster_4,0.265,0.22241303870703072,0.1890510829009761,0.4540510829009761,0.302,304,143,160,0,0
169,cluster_0,0.073,0.18012902027780825,0.153109667236137,0.226109667236137,0.102,464,100,100,0,0
169,cluster_1,0.127,0.18602311767530388,0.1581196500240083,0.2851196500240083,0.134,435,191,200,0,0
169,cluster_2,0.183,0.19568703475466548,0.16633397954146564,0.3493339795414656,0.181,393,171,180,0,0
169,cluster_3,0.247,0.22692186966387995,0.19288358921429796,0.43988358921429793,0.279,292,153,160,0,0
169,cluster_4,0.269,0.22241303870703072,0.1890510829009761,0.4580510829009761,0.304,304,143,160,0,0
170,cluster_0,0.069,0.18012902027780825,0.153109667236137,0.222109667236137,0.101,464,100,100,0,0
170,cluster_1,0.127,0.18602311767530388,0.1581196500240083,0.2851196500240083,0.135,435,192,200,0,0
170,cluster_2,0.185,0.19568703475466548,0.16633397954146564,0.3513339795414656,0.184,393,171,180,0,0
170,cluster_3,0.244,0.22692186966387995,0.19288358921429796,0.43688358921429793,0.276,292,152,160,0,0
170,cluster_4,0.268,0.22241303870703072,0.1890510829009761,0.4570510829009761,0.304,304,143,160,0,0
171,cluster_0,0.069,0.18012902027780825,0.153109667236137,0.222109667236137,0.1,464,100,100,0,0
171,cluster_1,0.127,0.18602311767530388,0.1581196500240083,0.2851196500240083,0.133,435,192,200,0,0
171,cluster_2,0.189,0.19568703475466548,0.16633397954146564,0.3553339795414656,0.185,393,171,180,0,0
171,cluster_3,0.242,0.22692186966387995,0.19288358921429796,0.4348835892142979,0.27,292,152,160,0,0
171,cluster_4,0.276,0.22241303870703072,0.1890510829009761,0.46505108290097613,0.313,304,143,160,0,0
172,cluster_0,0.057,0.18012902027780825,0.153109667236137,0.210109667236137,0.095,464,100,100,0,0
172,cluster_1,0.121,0.18602311767530388,0.1581196500240083,0.2791196500240083,0.131,435,191,200,0,0
172,cluster_2,0.192,0.19568703475466548,0.16633397954146564,0.3583339795414656,0.189,393,170,180,0,0
172,cluster_3,0.245,0.22692186966387995,0.19288358921429796,0.43788358921429793,0.276,292,153,160,0,0
172,cluster_4,0.272,0.22241303870703072,0.1890510829009761,0.46105108290097613,0.309,304,144,160,0,0
173,cluster_0,0.048,0.18012902027780825,0.153109667236137,0.201109667236137,0.092,464,100,100,0,0
173,cluster_1,0.125,0.18602311767530388,0.1581196500240083,0.2831196500240083,0.133,435,192,200,0,0
173,cluster_2,0.199,0.19568703475466548,0.16633397954146564,0.3653339795414656,0.196,393,170,180,0,0
173,cluster_3,0.245,0.22692186966387995,0.19288358921429796,0.43788358921429793,0.277,292,153,160,0,0
173,cluster_4,0.267,0.22241303870703072,0.1890510829009761,0.4560510829009761,0.303,304,144,160,0,0
174,cluster_0,0.054,0.18012902027780825,0.153109667236137,0.207109667236137,0.093,464,100,100,0,0
174,cluster_1,0.13,0.18602311767530388,0.1581196500240083,0.2881196500240083,0.134,435,192,200,0,0
174,cluster_2,0.205,0.19568703475466548,0.16633397954146564,0.37133397954146563,0.198,393,170,180,0,0
174,cluster_3,0.249,0.22692186966387995,0.19288358921429796,0.44188358921429793,0.277,292,153,160,0,0
174,cluster_4,0.268,0.22241303870703072,0.1890510829009761,0.4570510829009761,0.298,304,144,160,0,0
175,cluster_0,0.048,0.18012902027780825,0.153109667236137,0.201109667236137,0.091,464,100,100,0,0
175,cluster_1,0.126,0.18602311767530388,0.1581196500240083,0.2841196500240083,0.133,435,192,200,0,0
175,cluster_2,0.207,0.19568703475466548,0.16633397954146564,0.37333397954146563,0.202,393,170,180,0,0
175,cluster_3,0.244,0.22692186966387995,0.19288358921429796,0.43688358921429793,0.274,292,153,160,0,0
175,cluster_4,0.267,0.22241303870703072,0.1890510829009761,0.4560510829009761,0.3,304,144,160,0,0
176,cluster_0,0.048,0.18012902027780825,0.153109667236137,0.201109667236137,0.092,464,100,100,0,0
176,cluster_1,0.115,0.18602311767530388,0.1581196500240083,0.2731196500240083,0.128,435,192,200,0,0
176,cluster_2,0.204,0.19568703475466548,0.16633397954146564,0.37033397954146563,0.201,393,170,180,0,0
176,cluster_3,0.242,0.22692186966387995,0.19288358921429796,0.4348835892142979,0.274,292,153,160,0,0
176,cluster_4,0.268,0.22241303870703072,0.1890510829009761,0.4570510829009761,0.305,304,145,160,0,0
177,cluster_0,0.046,0.18012902027780825,0.153109667236137,0.199109667236137,0.093,464,100,100,0,0
177,cluster_1,0.111,0.18602311767530388,0.1581196500240083,0.2691196500240083,0.128,435,192,200,0,0
177,cluster_2,0.205,0.19568703475466548,0.16633397954146564,0.37133397954146563,0.206,393,170,180,0,0
177,cluster_3,0.239,0.22692186966387995,0.19288358921429796,0.4318835892142979,0.275,292,153,160,0,0
177,cluster_4,0.259,0.22241303870703072,0.1890510829009761,0.4480510829009761,0.298,304,145,160,0,0
178,cluster_0,0.045,0.18012902027780825,0.153109667236137,0.198109667236137,0.093,464,100,100,0,0
178,cluster_1,0.11,0.18602311767530388,0.1581196500240083,0.2681196500240083,0.128,435,192,200,0,0
178,cluster_2,0.208,0.19568703475466548,0.16633397954146564,0.37433397954146563,0.211,393,170,180,0,0
178,cluster_3,0.238,0.22692186966387995,0.19288358921429796,0.4308835892142979,0.276,292,154,160,0,0
178,cluster_4,0.253,0.22241303870703072,0.1890510829009761,0.4420510829009761,0.292,304,146,160,0,0
179,cluster_0,0.04,0.18012902027780825,0.153109667236137,0.193109667236137,0.092,464,100,100,0,0
179,cluster_1,0.106,0.18602311767530388,0.1581196500240083,0.2641196500240083,0.128,435,192,200,0,0
179,cluster_2,0.204,0.19568703475466548,0.16633397954146564,0.37033397954146563,0.21,393,169,180,0,0
179,cluster_3,0.233,0.22692186966387995,0.19288358921429796,0.425883589214298,0.274,292,154,160,0,0
179,cluster_4,0.253,0.22241303870703072,0.1890510829009761,0.4420510829009761,0.296,304,145,160,0,0
180,cluster_0,0.034,0.18012902027780825,0.153109667236137,0.187109667236137,0.09,464,100,100,0,0
180,cluster_1,0.106,0.18602311767530388,0.1581196500240083,0.2641196500240083,0.128,435,192,200,0,0
180,cluster_2,0.197,0.19568703475466548,0.16633397954146564,0.3633339795414656,0.204,393,168,180,0,0
180,cluster_3,0.225,0.22692186966387995,0.19288358921429796,0.41788358921429797,0.265,292,153,160,0,0
180,cluster_4,0.264,0.22241303870703072,0.1890510829009761,0.4530510829009761,0.313,304,146,160,0,0
181,cluster_0,0.034,0.18012902027780825,0.153109667236137,0.187109667236137,0.091,464,100,100,0,0
181,cluster_1,0.103,0.18602311767530388,0.1581196500240083,0.2611196500240083,0.127,435,193,200,0,0
181,cluster_2,0.197,0.19568703475466548,0.16633397954146564,0.3633339795414656,0.205,393,168,180,0,0
181,cluster_3,0.225,0.22692186966387995,0.19288358921429796,0.41788358921429797,0.266,292,152,160,0,0
181,cluster_4,0.262,0.22241303870703072,0.1890510829009761,0.4510510829009761,0.312,304,146,160,0,0
182,cluster_0,0.027,0.18012902027780825,0.153109667236137,0.180109667236137,0.087,464,100,100,0,0
182,cluster_1,0.108,0.18602311767530388,0.1581196500240083,0.2661196500240083,0.128,435,194,200,0,0
182,cluster_2,0.198,0.19568703475466548,0.16633397954146564,0.3643339795414656,0.203,393,167,180,0,0
182,cluster_3,0.235,0.22692186966387995,0.19288358921429796,0.4278835892142979,0.276,292,153,160,0,0
182,cluster_4,0.26,0.22241303870703072,0.1890510829009761,0.4490510829009761,0.306,304,145,160,0,0
183,cluster_0,0.032,0.18012902027780825,0.153109667236137,0.185109667236137,0.088,464,100,100,0,0
183,cluster_1,0.106,0.18602311767530388,0.1581196500240083,0.2641196500240083,0.125,435,194,200,0,0
183,cluster_2,0.195,0.19568703475466548,0.16633397954146564,0.3613339795414656,0.198,393,167,180,0,0
183,cluster_3,0.252,0.22692186966387995,0.19288358921429796,0.44488358921429794,0.295,292,154,160,0,0
183,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.294,304,145,160,0,0
184,cluster_0,0.041,0.18012902027780825,0.153109667236137,0.194109667236137,0.092,464,100,100,0,0
184,cluster_1,0.103,0.18602311767530388,0.1581196500240083,0.2611196500240083,0.124,435,192,200,0,0
184,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.194,393,167,180,0,0
184,cluster_3,0.252,0.22692186966387995,0.19288358921429796,0.44488358921429794,0.296,292,154,160,0,0
184,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.295,304,147,160,0,0
185,cluster_0,0.059,0.18012902027780825,0.153109667236137,0.212109667236137,0.099,464,100,100,0,0
185,cluster_1,0.099,0.18602311767530388,0.1581196500240083,0.2571196500240083,0.122,435,192,200,0,0
185,cluster_2,0.191,0.19568703475466548,0.16633397954146564,0.3573339795414656,0.194,393,167,180,0,0
185,cluster_3,0.248,0.22692186966387995,0.19288358921429796,0.44088358921429793,0.289,292,154,160,0,0
185,cluster_4,0.256,0.22241303870703072,0.1890510829009761,0.4450510829009761,0.296,304,146,160,0,0
186,cluster_0,0.069,0.18012902027780825,0.153109667236137,0.222109667236137,0.103,464,100,100,0,0
186,cluster_1,0.099,0.18602311767530388,0.1581196500240083,0.2571196500240083,0.121,435,192,200,0,0
186,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.192,393,168,180,0,0
186,cluster_3,0.254,0.22692186966387995,0.19288358921429796,0.44688358921429794,0.296,292,155,160,0,0
186,cluster_4,0.252,0.22241303870703072,0.1890510829009761,0.4410510829009761,0.288,304,145,160,0,0
187,cluster_0,0.068,0.18012902027780825,0.153109667236137,0.221109667236137,0.103,464,100,100,0,0
187,cluster_1,0.104,0.18602311767530388,0.1581196500240083,0.2621196500240083,0.124,435,192,200,0,0
187,cluster_2,0.187,0.19568703475466548,0.16633397954146564,0.3533339795414656,0.19,393,170,180,0,0
187,cluster_3,0.258,0.22692186966387995,0.19288358921429796,0.45088358921429794,0.302,292,155,160,0,0
187,cluster_4,0.247,0.22241303870703072,0.1890510829009761,0.4360510829009761,0.281,304,145,160,0,0
188,cluster_0,0.075,0.18012902027780825,0.153109667236137,0.22810966723613701,0.105,464,100,100,0,0
188,cluster_1,0.104,0.18602311767530388,0.1581196500240083,0.2621196500240083,0.123,435,192,200,0,0
188,cluster_2,0.187,0.19568703475466548,0.16633397954146564,0.3533339795414656,0.188,393,168,180,0,0
188,cluster_3,0.261,0.22692186966387995,0.19288358921429796,0.45388358921429794,0.304,292,155,160,0,0
188,cluster_4,0.247,0.22241303870703072,0.1890510829009761,0.4360510829009761,0.28,304,145,160,0,0
189,cluster_0,0.074,0.18012902027780825,0.153109667236137,0.22710966723613701,0.105,464,100,100,0,0
189,cluster_1,0.107,0.18602311767530388,0.1581196500240083,0.2651196500240083,0.125,435,194,200,0,0
189,cluster_2,0.186,0.19568703475466548,0.16633397954146564,0.3523339795414656,0.189,393,169,180,0,0
189,cluster_3,0.255,0.22692186966387995,0.19288358921429796,0.44788358921429794,0.299,292,154,160,0,0
189,cluster_4,0.247,0.22241303870703072,0.1890510829009761,0.4360510829009761,0.282,304,146,160,0,0
190,cluster_0,0.073,0.18012902027780825,0.153109667236137,0.226109667236137,0.105,464,100,100,0,0
190,cluster_1,0.107,0.18602311767530388,0.1581196500240083,0.2651196500240083,0.125,435,194,200,0,0
190,cluster_2,0.184,0.19568703475466548,0.16633397954146564,0.3503339795414656,0.187,393,168,180,0,0
190,cluster_3,0.257,0.22692186966387995,0.19288358921429796,0.44988358921429794,0.301,292,155,160,0,0
190,cluster_4,0.248,0.22241303870703072,0.1890510829009761,0.4370510829009761,0.282,304,147,160,0,0
191,cluster_0,0.081,0.18012902027780825,0.153109667236137,0.23410966723613702,0.11,464,100,100,0,0
191,cluster_1,0.102,0.18602311767530388,0.1581196500240083,0.2601196500240083,0.124,435,195,200,0,0
191,cluster_2,0.179,0.19568703475466548,0.16633397954146564,0.3453339795414656,0.185,393,168,180,0,0
191,cluster_3,0.256,0.22692186966387995,0.19288358921429796,0.44888358921429794,0.302,292,156,160,0,0
191,cluster_4,0.244,0.22241303870703072,0.1890510829009761,0.4330510829009761,0.28,304,146,160,0,0
192,cluster_0,0.086,0.18012902027780825,0.153109667236137,0.239109667236137,0.113,464,100,100,0,0
192,cluster_1,0.106,0.18602311767530388,0.1581196500240083,0.2641196500240083,0.126,435,196,200,0,0
192,cluster_2,0.176,0.19568703475466548,0.16633397954146564,0.3423339795414656,0.182,393,168,180,0,0
192,cluster_3,0.257,0.22692186966387995,0.19288358921429796,0.44988358921429794,0.304,292,156,160,0,0
192,cluster_4,0.241,0.22241303870703072,0.1890510829009761,0.4300510829009761,0.276,304,146,160,0,0
193,cluster_0,0.087,0.18012902027780825,0.153109667236137,0.240109667236137,0.111,464,100,100,0,0
193,cluster_1,0.105,0.18602311767530388,0.1581196500240083,0.2631196500240083,0.123,435,196,200,0,0
193,cluster_2,0.174,0.19568703475466548,0.16633397954146564,0.3403339795414656,0.177,393,166,180,0,0
193,cluster_3,0.271,0.22692186966387995,0.19288358921429796,0.46388358921429795,0.319,292,155,160,0,0
193,cluster_4,0.24,0.22241303870703072,0.1890510829009761,0.4290510829009761,0.27,304,147,160,0,0
194,cluster_0,0.087,0.18012902027780825,0.153109667236137,0.240109667236137,0.109,464,100,100,0,0
194,cluster_1,0.109,0.18602311767530388,0.1581196500240083,0.2671196500240083,0.123,435,197,200,0,0
194,cluster_2,0.181,0.19568703475466548,0.16633397954146564,0.3473339795414656,0.179,393,166,180,0,0
194,cluster_3,0.277,0.22692186966387995,0.19288358921429796,0.46988358921429796,0.322,292,155,160,0,0
194,cluster_4,0.242,0.22241303870703072,0.1890510829009761,0.4310510829009761,0.267,304,147,160,0,0
195,cluster_0,0.087,0.18012902027780825,0.153109667236137,0.240109667236137,0.107,464,100,100,0,0
195,cluster_1,0.113,0.18602311767530388,0.1581196500240083,0.2711196500240083,0.123,435,197,200,0,0
195,cluster_2,0.188,0.19568703475466548,0.16633397954146564,0.3543339795414656,0.181,393,166,180,0,0
195,cluster_3,0.282,0.22692186966387995,0.19288358921429796,0.47488358921429796,0.323,292,156,160,0,0
195,cluster_4,0.247,0.22241303870703072,0.1890510829009761,0.4360510829009761,0.267,304,147,160,0,0
196,cluster_0,0.094,0.18012902027780825,0.153109667236137,0.247109667236137,0.11,464,100,100,0,0
196,cluster_1,0.113,0.18602311767530388,0.1581196500240083,0.2711196500240083,0.123,435,197,200,0,0
196,cluster_2,0.187,0.19568703475466548,0.16633397954146564,0.3533339795414656,0.18,393,167,180,0,0
196,cluster_3,0.281,0.22692186966387995,0.19288358921429796,0.47388358921429796,0.32,292,156,160,0,0
196,cluster_4,0.248,0.22241303870703072,0.1890510829009761,0.4370510829009761,0.268,304,148,160,0,0
197,cluster_0,0.088,0.18012902027780825,0.153109667236137,0.241109667236137,0.106,464,100,100,0,0
197,cluster_1,0.106,0.18602311767530388,0.1581196500240083,0.2641196500240083,0.117,435,196,200,0,0
197,cluster_2,0.185,0.19568703475466548,0.16633397954146564,0.3513339795414656,0.177,393,167,180,0,0
197,cluster_3,0.287,0.22692186966387995,0.19288358921429796,0.47988358921429797,0.327,292,156,160,0,0
197,cluster_4,0.253,0.22241303870703072,0.1890510829009761,0.4420510829009761,0.273,304,147,160,0,0
198,cluster_0,0.095,0.18012902027780825,0.153109667236137,0.248109667236137,0.109,464,100,100,0,0
198,cluster_1,0.103,0.18602311767530388,0.1581196500240083,0.2611196500240083,0.116,435,196,200,0,0
198,cluster_2,0.185,0.19568703475466548,0.16633397954146564,0.3513339795414656,0.176,393,167,180,0,0
198,cluster_3,0.288,0.22692186966387995,0.19288358921429796,0.48088358921429797,0.328,292,156,160,0,0
198,cluster_4,0.252,0.22241303870703072,0.1890510829009761,0.4410510829009761,0.271,304,147,160,0,0
199,cluster_0,0.081,0.18012902027780825,0.153109667236137,0.23410966723613702,0.102,464,100,100,0,0
199,cluster_1,0.103,0.18602311767530388,0.1581196500240083,0.2611196500240083,0.116,435,196,200,0,0
199,cluster_2,0.184,0.19568703475466548,0.16633397954146564,0.3503339795414656,0.175,393,167,180,0,0
199,cluster_3,0.292,0.22692186966387995,0.19288358921429796,0.48488358921429797,0.333,292,155,160,0,0
199,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.273,304,147,160,0,0
200,cluster_0,0.081,0.18012902027780825,0.153109667236137,0.23410966723613702,0.102,464,100,100,0,0
200,cluster_1,0.101,0.18602311767530388,0.1581196500240083,0.2591196500240083,0.115,435,195,200,0,0
200,cluster_2,0.182,0.19568703475466548,0.16633397954146564,0.3483339795414656,0.173,393,168,180,0,0
200,cluster_3,0.295,0.22692186966387995,0.19288358921429796,0.487883589214298,0.338,292,155,160,0,0
200,cluster_4,0.253,0.22241303870703072,0.1890510829009761,0.4420510829009761,0.271,304,146,160,0,0
